	PO59	PO47	SD1	PO82	PO78	PO81	SD22	PO44	SD37	SD43	PO57	PO61	SD18	SD35	PO65	SD32	PO76	SD7	SD30	SD23	SD15	SD26	SD38	SD28	SD24	SD9	SD27	PO60	PO79	PO80	SD39	CLASS
4051	0	0	10	0	0	0	0	0	0	8	0	0	0	8	0	6	0	4	9	0	4	8	5	0	5	5	0	0	0	0	4	0
4052	0	0	41	0	0	0	0	0	5	4	0	0	7	7	0	5	0	4	3	3	5	0	4	3	3	4	2	0	0	0	0	0
4053	4	6	6	0	0	0	2	1	0	8	0	0	1	3	1	8	3	6	0	2	8	2	3	2	1	3	2	0	0	1	5	1
4054	2	0	33	0	0	0	1	0	1	3	0	0	8	7	0	5	0	1	9	6	8	1	6	5	3	5	0	0	0	1	3	0
4055	0	6	22	0	0	0	3	0	2	2	0	0	5	7	0	7	1	3	8	2	4	1	6	5	3	6	2	0	0	0	2	0
4056	4	0	29	0	0	0	3	0	6	3	0	0	4	6	0	6	0	4	0	4	3	3	3	6	0	4	0	0	0	1	0	0
4057	2	0	39	0	0	0	3	0	6	5	0	0	5	9	0	9	0	6	3	6	6	2	0	5	0	3	3	0	0	1	3	0
4058	3	6	12	0	0	0	3	2	2	7	0	0	3	5	1	7	0	3	4	0	6	1	4	3	3	5	4	0	0	1	3	0
4059	4	6	33	0	0	0	3	2	0	3	0	0	7	8	1	8	0	6	1	3	6	2	2	6	4	3	1	0	0	1	7	0
4060	0	5	10	0	0	0	4	0	1	8	0	0	2	6	0	7	0	4	6	2	5	2	3	2	2	4	3	0	0	0	5	0
4061	3	6	8	0	0	0	9	0	0	7	0	0	5	2	0	6	0	5	0	0	9	4	9	5	0	5	0	0	0	1	0	0
4062	4	0	33	0	0	0	2	0	0	3	0	0	7	7	0	7	0	6	1	1	4	2	5	5	5	1	2	0	0	1	4	0
4063	4	6	23	0	0	0	2	2	4	3	0	0	4	7	1	6	0	4	7	2	1	1	3	5	4	4	2	0	0	1	2	0
4064	3	6	33	0	0	0	3	2	5	3	0	0	5	6	1	5	0	3	9	6	5	0	4	5	0	6	4	0	0	1	0	0
4065	0	0	40	0	0	0	5	0	0	3	0	0	2	2	0	9	0	5	2	0	0	3	3	2	0	4	0	0	0	0	6	0
4066	0	0	33	0	0	0	5	0	1	3	0	0	5	9	0	5	0	5	2	2	8	2	7	5	2	4	3	0	0	0	2	0
4067	1	0	31	0	0	0	0	0	3	1	0	0	8	9	0	6	0	2	6	2	6	0	6	3	4	5	2	0	0	1	0	0
4068	0	0	13	0	0	0	0	0	0	6	0	0	1	4	0	9	0	6	0	1	5	0	6	1	0	3	0	0	0	0	3	1
4069	3	6	38	0	0	0	3	2	3	4	0	0	4	7	1	5	0	5	7	3	5	2	5	4	2	4	2	0	0	1	2	0
4070	2	0	23	0	0	0	4	0	0	3	0	0	5	9	0	5	0	2	9	0	2	2	6	5	5	2	3	0	0	1	3	0
4071	4	6	33	0	0	0	2	2	4	3	0	0	5	6	1	6	0	5	2	3	9	0	4	4	3	3	2	0	0	1	2	0
4072	3	6	8	0	0	0	7	0	0	7	0	0	0	7	0	7	0	7	0	0	3	3	6	0	0	0	4	0	0	1	3	1
4073	0	6	33	0	0	0	1	0	7	3	0	0	8	7	0	5	0	1	9	8	3	1	2	8	1	6	0	0	0	0	1	0
4074	4	0	33	0	0	0	4	2	2	3	0	0	4	5	1	9	0	4	0	5	5	0	7	4	0	3	5	0	0	1	0	0
4075	4	0	37	0	0	0	2	2	3	4	0	0	3	7	1	4	0	4	3	1	3	1	3	3	5	4	5	0	0	1	1	0
4076	0	0	9	0	0	0	4	0	0	4	0	0	3	8	0	6	0	4	0	2	5	0	6	3	3	5	4	0	0	0	0	0
4077	4	0	6	0	0	0	2	2	0	8	0	0	1	0	1	7	0	0	2	0	2	3	0	1	6	4	1	0	0	1	3	0
4078	4	5	10	0	0	0	5	2	2	8	0	0	2	5	1	9	1	5	1	2	7	4	4	2	1	4	2	0	0	1	4	0
4079	4	0	33	0	0	0	5	0	3	3	0	0	5	9	0	9	0	3	7	4	3	3	6	6	0	4	0	0	0	1	0	0
4080	0	0	34	0	0	0	5	0	1	6	0	0	4	7	0	7	0	5	1	1	6	2	4	4	2	4	3	0	0	0	4	0
4081	0	6	8	0	0	0	2	0	0	7	0	0	1	2	0	7	0	6	0	1	5	2	1	1	1	3	2	0	0	0	5	0
4082	0	5	25	0	0	0	2	0	3	1	0	0	4	6	0	6	0	5	6	3	1	2	5	3	1	2	2	0	0	0	2	0
4083	3	0	3	0	0	0	3	1	3	6	0	0	7	7	1	6	0	5	7	0	6	1	5	3	4	3	3	0	0	1	2	0
4084	4	0	39	0	0	0	2	2	3	5	0	0	4	5	1	6	0	4	4	2	4	2	3	3	1	4	3	0	0	1	3	0
4085	0	5	32	0	0	0	3	0	3	1	0	0	5	7	0	4	0	5	5	2	4	2	5	3	3	3	2	0	0	0	1	0
4086	0	0	6	0	0	0	6	0	2	8	0	0	2	4	0	9	0	3	0	0	5	2	3	1	2	3	5	0	0	0	5	0
4087	4	0	8	0	0	0	3	0	2	8	0	0	5	5	0	7	0	0	4	3	6	1	3	5	1	2	1	0	0	1	3	0
4088	0	0	29	0	0	0	0	0	4	3	0	0	9	9	0	6	0	3	8	6	3	0	3	5	3	6	0	0	0	0	2	0
4089	0	0	38	0	0	0	2	0	3	4	0	0	5	7	0	5	0	4	3	3	4	2	4	4	1	3	3	0	0	0	2	0
4090	3	0	36	0	0	0	6	0	0	3	0	0	6	7	0	7	0	7	2	0	5	1	7	4	2	0	4	0	0	1	2	0
4091	3	0	33	0	0	0	3	2	4	3	0	0	6	8	1	6	0	4	5	3	4	2	4	4	2	5	3	0	0	1	2	0
4092	0	6	39	0	0	0	3	0	3	5	0	0	4	5	0	7	0	1	1	5	6	2	0	4	1	7	2	0	0	0	6	0
4093	0	0	3	1	0	0	5	0	4	6	0	1	5	6	0	6	0	7	0	0	2	1	4	4	2	0	3	0	0	0	0	0
4094	3	6	25	0	0	0	3	2	4	1	0	0	6	7	1	6	0	4	9	2	2	1	4	6	4	3	2	0	0	1	1	0
4095	0	0	37	0	0	0	9	0	6	4	0	0	3	5	0	6	0	4	9	0	2	3	0	3	0	4	4	0	0	0	3	0
4096	0	0	31	0	0	0	2	0	5	1	0	0	9	9	0	7	0	2	9	4	3	0	4	7	4	7	0	0	0	0	0	0
4097	4	0	34	0	0	0	6	0	4	6	0	0	3	6	0	3	0	6	9	0	9	2	0	3	3	3	4	0	0	1	3	0
4098	0	0	39	0	0	0	3	0	0	5	0	0	4	4	0	6	0	5	0	2	4	1	4	2	1	4	5	0	0	0	4	0
4099	0	0	33	0	0	0	2	0	0	3	0	0	3	6	0	6	0	5	0	0	6	4	7	0	0	3	4	0	0	0	0	0
4100	0	0	23	0	0	0	7	0	3	3	0	0	2	7	0	6	0	5	8	2	2	4	6	4	1	4	1	0	0	0	1	0
4101	4	6	3	0	0	0	2	2	2	6	0	0	1	3	1	7	0	4	6	0	2	0	4	2	1	5	2	0	0	1	4	0
4102	2	6	12	0	0	0	7	2	0	7	0	0	4	9	1	9	0	4	2	1	8	3	0	3	0	2	4	0	0	1	4	0
4103	0	0	23	0	0	0	3	0	4	3	0	0	2	8	0	6	0	5	8	1	3	3	2	2	4	3	4	0	0	0	3	0
4104	0	5	12	0	0	0	5	0	2	7	0	0	4	5	0	9	0	6	0	2	6	3	4	4	1	3	2	0	0	0	4	0
4105	4	6	39	0	0	0	0	2	7	5	0	0	9	7	1	7	4	5	7	6	2	0	2	6	3	0	0	0	0	1	0	1
4106	0	6	24	0	0	0	3	0	4	2	0	0	4	7	0	6	0	4	7	4	2	2	0	6	0	3	0	0	0	0	5	0
4107	4	6	8	0	0	0	2	2	3	7	0	0	4	5	1	6	0	5	3	2	5	2	2	3	1	3	3	0	0	1	3	0
4108	4	6	10	0	1	0	3	2	0	8	2	0	7	4	1	6	0	5	0	0	9	2	3	7	6	4	0	0	0	1	5	0
4109	2	6	31	0	0	0	2	0	7	1	0	0	9	5	0	6	0	4	6	0	6	0	2	3	3	4	6	0	0	1	0	0
4110	4	7	38	0	0	0	3	2	4	4	0	0	6	7	1	5	0	5	5	3	5	2	4	5	2	4	2	0	0	1	2	0
4111	0	5	38	0	0	0	2	0	3	4	0	0	5	9	0	7	0	3	9	3	7	0	6	5	3	5	2	0	0	0	0	0
4112	3	0	33	0	0	0	3	0	6	3	0	0	7	9	0	7	0	2	9	4	3	2	3	7	3	5	0	0	0	1	0	0
4113	0	6	5	0	0	0	5	0	3	4	0	0	7	9	0	9	0	4	7	2	9	2	0	7	2	5	0	0	0	0	4	0
4114	6	0	38	0	0	0	2	0	5	4	0	0	5	7	0	5	0	6	4	4	6	2	3	5	2	3	3	0	0	1	2	0
4115	2	5	7	0	0	0	4	0	1	6	0	0	1	5	0	6	0	5	6	0	5	1	1	2	1	4	4	0	0	1	7	0
4116	4	6	34	0	0	0	2	2	0	6	0	0	7	9	1	5	0	7	2	4	5	0	5	5	2	2	4	0	0	1	4	0
4117	3	6	39	0	0	0	6	2	0	5	0	0	5	6	1	6	0	5	2	3	9	4	4	5	0	3	0	0	0	1	5	0
4118	6	0	39	0	0	0	0	0	5	5	0	0	7	7	0	5	0	4	3	3	5	0	4	3	3	4	2	0	0	1	0	0
4119	0	0	11	0	0	0	0	0	4	6	0	0	3	7	0	3	0	7	1	4	4	0	3	5	1	2	2	0	0	0	2	0
4120	0	0	35	0	0	0	2	0	2	5	0	0	6	5	0	6	0	4	2	2	3	2	5	3	1	4	3	0	1	0	2	0
4121	4	0	33	0	0	0	2	2	4	3	0	0	8	8	1	7	0	5	4	5	2	1	4	8	2	1	1	0	0	1	2	0
4122	0	0	23	0	1	0	2	0	4	3	3	0	4	7	0	6	0	4	7	2	1	1	3	5	4	4	2	0	0	0	2	0
4123	3	0	30	0	0	0	3	2	3	2	0	0	6	9	1	7	0	2	9	0	4	0	6	6	6	7	3	0	0	1	0	0
4124	0	6	33	0	0	0	1	0	1	3	0	0	4	9	0	5	0	9	1	8	4	0	4	8	1	0	1	0	0	0	0	0
4125	4	6	33	0	0	0	1	2	1	3	0	0	8	7	1	5	0	1	9	6	8	1	6	5	3	5	0	0	0	1	3	0
4126	0	5	3	0	0	0	3	0	0	6	0	0	4	4	0	5	0	7	4	2	5	0	4	3	0	2	3	0	0	0	5	0
4127	3	0	35	0	0	0	3	0	2	5	0	0	5	8	0	5	1	5	2	4	3	3	5	3	1	4	0	0	0	1	2	0
4128	4	5	8	0	0	0	0	2	0	7	0	0	4	6	1	6	0	5	0	5	4	4	5	0	2	3	3	0	0	1	3	0
4129	0	0	26	0	0	0	0	1	6	1	0	0	9	9	1	5	0	3	7	7	2	0	2	5	2	6	0	0	0	0	2	0
4130	5	6	1	0	0	0	1	0	1	8	0	0	5	4	0	9	0	5	1	4	4	4	4	5	1	4	0	0	0	1	4	0
4131	0	6	33	0	0	0	7	0	2	3	0	0	4	6	0	7	0	5	3	0	3	3	4	4	0	3	2	0	0	0	4	0
4132	4	0	35	0	0	0	0	2	2	5	0	0	2	2	1	9	0	2	0	2	2	0	2	1	0	7	4	0	0	1	5	0
4133	1	0	16	0	0	0	2	0	8	1	0	0	0	3	0	3	0	0	8	0	1	1	0	1	5	6	7	0	0	1	1	0
4134	0	6	6	0	0	0	3	0	6	8	0	0	9	5	0	6	0	4	6	0	0	3	3	3	4	4	0	0	0	0	0	0
4135	3	6	9	0	0	0	4	2	4	4	0	0	3	6	1	4	0	3	9	1	7	3	3	4	3	5	1	0	0	1	2	0
4136	4	6	23	0	0	0	1	2	4	3	0	0	0	6	1	7	0	4	6	1	3	3	4	1	5	4	6	0	0	1	2	0
4137	2	0	25	0	0	0	3	2	5	1	0	0	4	3	1	3	0	7	6	1	4	2	2	1	1	1	3	0	0	1	0	0
4138	0	5	24	0	0	0	2	0	4	2	0	0	6	9	0	6	0	4	6	2	3	1	3	5	6	5	1	0	0	0	3	0
4139	0	6	12	0	0	0	4	0	0	7	0	0	3	4	0	9	0	4	0	0	8	5	2	3	4	4	1	0	0	0	7	0
4140	0	5	39	0	0	0	3	0	2	5	0	0	4	6	0	6	0	4	1	2	6	1	4	2	2	3	5	0	0	0	3	0
4141	0	0	23	0	0	0	2	0	4	3	0	0	3	8	0	6	0	5	7	1	2	2	3	2	4	2	1	0	0	0	3	0
4142	0	7	39	0	0	0	0	0	2	5	0	0	4	5	0	7	0	7	1	2	7	0	3	2	4	0	2	0	0	0	2	0
4143	0	5	33	0	0	0	0	2	0	3	0	0	9	9	1	9	0	2	3	6	2	0	9	9	3	7	0	0	0	0	0	0
4144	0	6	12	0	0	0	8	0	2	7	0	0	2	5	0	6	0	3	5	1	6	2	6	5	1	5	2	0	0	0	2	0
4145	0	6	30	0	0	0	1	0	3	2	0	0	6	9	0	3	0	7	8	1	2	1	6	4	8	1	1	0	0	0	0	1
4146	4	0	11	0	0	0	3	1	3	6	0	0	5	6	1	6	0	4	3	3	5	2	2	4	2	4	2	0	0	2	3	0
4147	3	0	37	0	0	0	2	0	2	4	0	0	5	6	0	6	0	4	1	3	3	1	6	3	2	3	4	0	0	1	2	0
4148	0	0	33	0	0	0	2	0	5	3	0	0	6	6	0	6	0	8	0	5	5	0	4	5	0	1	4	0	0	0	0	0
4149	0	6	38	0	0	0	7	0	0	4	0	0	3	7	0	9	0	2	4	0	7	3	7	3	2	5	4	0	0	0	0	0
4150	1	0	18	0	0	0	4	2	6	2	0	0	2	4	1	5	0	5	9	2	2	3	2	3	1	4	1	0	0	1	2	0
4151	4	0	3	0	0	0	3	0	0	6	0	0	5	5	0	6	0	7	0	2	5	3	5	4	3	0	2	0	0	1	3	0
4152	0	0	23	0	0	0	4	0	6	3	0	0	1	8	0	3	0	5	8	1	1	1	3	4	4	4	5	0	0	0	1	0
4153	0	6	30	0	0	0	1	0	7	2	0	0	8	7	0	4	0	4	8	0	4	0	2	2	7	5	2	0	0	0	0	0
4154	3	6	3	0	0	0	1	0	3	6	0	0	3	4	0	9	0	3	0	1	2	1	3	1	3	4	1	0	0	1	4	1
4155	2	0	24	0	0	0	3	2	6	2	0	0	5	8	1	6	0	3	8	4	5	2	3	5	2	6	2	0	0	1	1	0
4156	3	6	35	0	0	0	3	0	2	5	0	0	6	8	0	7	0	5	2	3	4	1	5	5	2	2	2	0	0	1	2	0
4157	5	6	38	0	0	0	2	0	5	4	0	0	5	7	0	5	0	6	4	4	6	2	3	5	2	3	3	0	0	1	2	0
4158	0	0	8	0	0	0	4	0	0	7	0	0	3	4	0	8	0	6	3	3	6	0	1	3	3	2	3	0	0	0	5	0
4159	2	6	38	0	0	0	4	2	4	4	0	0	8	9	1	5	0	4	9	0	4	1	4	6	5	5	2	0	0	1	2	1
4160	3	5	5	0	0	0	3	2	4	3	0	0	6	7	1	6	1	5	6	4	3	2	3	6	2	2	1	0	0	1	2	0
4161	0	0	11	0	0	0	4	0	5	6	0	0	5	7	0	5	0	4	2	3	2	3	3	3	1	5	3	0	0	0	2	0
4162	4	6	38	0	0	0	2	2	4	4	0	0	6	7	1	5	0	5	5	3	5	1	4	5	3	3	1	0	0	1	1	0
4163	4	5	6	0	0	0	6	2	2	8	0	0	2	4	1	9	0	3	0	0	5	2	3	1	2	3	5	0	0	1	5	0
4164	3	0	6	0	0	0	2	0	0	8	0	0	0	2	0	7	0	7	0	0	6	2	0	0	0	0	0	0	0	1	7	0
4165	0	6	33	0	0	0	4	0	0	3	0	0	6	7	0	7	0	6	2	2	5	2	4	5	4	2	2	0	0	0	5	0
4166	0	6	33	0	0	0	3	2	3	3	0	0	7	8	1	5	2	4	4	6	6	1	4	6	0	5	1	0	0	0	2	0
4167	0	0	33	0	0	0	4	0	2	3	0	0	6	9	0	6	0	4	3	3	7	1	5	6	3	4	3	0	0	0	2	0
4168	3	5	24	0	0	0	2	2	4	2	0	0	9	7	1	6	0	5	9	3	9	0	5	4	2	3	5	0	0	1	0	0
4169	4	6	3	0	0	0	2	2	0	6	0	0	2	2	1	6	0	2	0	0	5	0	0	2	0	7	0	0	0	1	9	1
4170	3	6	10	0	0	0	2	2	0	8	0	0	1	2	1	7	1	4	0	1	6	2	2	2	1	4	5	0	0	1	4	0
4171	0	6	1	0	0	0	0	0	0	8	0	0	0	3	0	6	0	4	0	0	4	4	0	0	2	3	0	0	0	0	3	0
4172	0	0	9	0	0	0	3	0	0	4	0	0	4	4	0	6	0	5	7	1	4	0	2	9	2	4	0	0	0	0	7	0
4173	0	0	33	0	0	0	0	0	3	3	0	0	9	9	0	7	0	6	9	6	6	0	5	6	0	3	3	0	0	0	2	0
4174	0	0	23	0	0	0	4	0	5	3	0	0	4	9	0	5	0	5	9	2	2	2	2	4	2	5	2	0	0	0	3	0
4175	0	6	34	0	0	0	2	0	0	6	0	0	7	9	0	5	0	7	2	4	5	0	5	5	2	2	4	0	0	0	4	0
4176	4	6	38	0	0	0	2	0	3	4	0	0	5	7	0	7	0	6	0	3	6	0	0	0	2	3	5	0	0	1	6	0
4177	0	6	12	0	0	0	3	2	0	7	0	0	2	2	1	7	0	0	0	1	6	6	1	2	2	5	0	0	0	0	4	0
4178	0	6	8	0	0	0	0	0	0	7	0	0	2	2	0	3	0	2	0	0	4	0	2	0	0	5	2	0	0	0	5	1
4179	3	5	33	0	0	0	0	2	8	3	0	0	8	7	1	3	0	9	0	3	1	4	1	5	5	0	0	0	0	1	0	0
4180	0	0	32	0	0	0	4	0	2	1	0	0	5	5	0	5	0	6	2	2	4	2	4	4	2	2	3	0	0	0	3	0
4181	6	6	33	0	0	0	2	0	0	3	0	0	3	6	0	6	0	5	0	0	6	4	7	0	0	3	4	0	0	1	0	0
4182	3	6	13	0	0	0	7	2	1	6	0	0	2	6	1	8	0	7	2	2	5	4	6	2	1	2	3	0	0	1	2	0
4183	4	0	33	0	0	0	1	2	3	3	0	0	6	3	1	4	0	7	4	0	2	0	6	4	4	0	2	0	0	2	0	0
4184	0	5	9	0	0	0	5	0	0	4	0	0	0	4	0	8	0	6	9	1	4	8	5	0	0	2	0	0	0	0	4	0
4185	4	6	10	0	0	0	3	2	0	8	0	0	4	7	1	9	0	0	0	5	6	0	5	5	0	5	3	0	0	1	4	0
4186	2	0	35	0	0	0	2	2	0	5	0	0	7	9	1	5	0	7	2	4	5	0	5	5	2	2	4	0	0	1	4	0
4187	0	6	41	0	0	0	0	0	5	4	0	0	7	7	0	5	0	4	3	3	5	0	4	3	3	4	2	0	0	0	0	0
4188	0	6	33	0	0	0	4	0	0	3	0	0	5	6	0	7	0	7	0	2	4	1	5	4	2	2	3	0	0	0	4	0
4189	2	0	10	0	0	0	5	0	2	8	0	0	1	3	0	9	0	4	3	1	5	3	2	2	2	4	4	0	0	1	3	0
4190	4	6	38	0	0	0	2	2	3	4	0	0	5	7	1	5	0	4	3	3	4	2	4	4	1	3	3	0	0	1	2	0
4191	0	5	9	0	0	0	4	0	0	4	0	0	3	8	0	6	0	4	0	2	5	0	6	3	3	5	4	0	0	0	0	0
4192	0	5	33	0	0	0	2	0	0	3	0	0	5	5	0	6	0	8	3	2	5	1	0	3	1	1	4	0	0	0	7	0
4193	4	6	33	0	0	0	4	0	0	3	0	0	6	7	0	7	0	6	2	2	5	2	4	5	4	2	2	0	0	1	5	0
4194	3	0	36	0	0	0	1	0	2	3	0	0	6	5	0	7	0	4	2	4	3	1	4	4	2	4	2	0	0	1	3	1
4195	2	6	25	0	0	0	3	2	4	1	0	0	6	5	1	2	0	2	8	2	1	1	1	2	3	0	4	0	0	1	4	0
4196	3	5	39	0	0	0	4	2	3	5	0	0	9	9	1	9	0	4	6	5	3	0	4	9	0	5	0	0	0	1	3	0
4197	4	6	33	0	0	0	0	2	6	3	0	0	6	7	1	3	0	9	4	3	4	0	2	7	5	0	0	0	0	1	2	0
4198	3	0	33	0	0	0	2	0	2	3	0	0	4	5	0	7	0	5	2	2	4	1	4	3	3	3	3	0	0	2	3	0
4199	3	6	9	0	0	0	4	2	4	4	0	0	2	6	1	7	0	5	7	0	5	0	5	2	2	4	4	0	0	1	0	0
4200	0	5	9	0	0	0	4	0	5	4	0	0	3	5	0	7	0	3	6	1	5	2	3	1	1	4	3	0	0	0	1	0
4201	3	6	4	0	0	0	4	2	3	6	0	0	2	7	1	7	0	7	7	3	2	3	3	4	1	0	1	0	0	1	3	0
4202	0	0	21	0	0	0	3	0	3	1	0	0	5	6	0	6	0	5	5	3	3	1	3	5	2	3	2	0	0	0	2	0
4203	3	0	9	0	0	0	4	0	0	4	0	0	3	8	0	6	0	4	0	2	5	0	6	3	3	5	4	0	0	1	0	0
4204	4	5	25	0	0	0	3	2	3	1	0	0	4	6	1	6	0	5	5	2	2	1	3	3	1	2	2	0	0	1	3	0
4205	4	6	37	0	0	0	2	0	3	4	0	0	3	7	0	4	0	4	3	1	3	1	3	3	5	4	5	0	0	1	1	0
4206	0	0	33	0	0	0	1	0	3	3	0	0	7	7	0	4	0	4	2	4	4	1	3	5	2	3	2	0	0	0	3	0
4207	0	0	10	0	0	0	5	0	2	8	0	0	3	5	0	6	1	5	7	2	7	4	2	4	2	1	1	0	0	0	3	0
4208	4	0	41	0	0	0	0	0	5	4	0	0	7	7	0	5	0	4	3	3	5	0	4	3	3	4	2	0	0	1	0	0
4209	0	5	27	0	0	0	2	2	5	1	0	0	8	7	1	8	0	5	9	4	3	0	4	7	3	3	1	0	0	0	0	0
4210	2	5	23	0	0	0	2	2	4	3	0	0	4	8	1	6	0	4	8	2	4	3	4	3	4	5	2	0	0	1	1	0
4211	3	6	36	0	0	0	5	0	3	3	0	0	7	7	0	6	0	5	9	0	7	0	3	3	4	3	4	0	0	1	4	0
4212	0	6	37	0	0	0	5	0	2	4	0	0	2	5	0	9	0	5	8	2	6	3	3	2	2	4	3	0	0	0	3	1
4213	0	0	35	0	0	0	3	0	0	5	0	0	9	6	0	6	0	4	3	3	5	4	9	0	2	4	5	0	0	0	0	0
4214	3	0	36	0	0	0	9	2	0	3	0	0	0	5	1	9	0	5	9	0	0	9	9	0	0	5	0	0	0	1	0	0
4215	0	6	33	0	0	0	3	2	2	3	0	0	6	9	1	4	0	8	6	4	8	1	4	5	1	0	1	0	0	0	2	1
4216	4	6	33	0	0	0	0	2	0	3	0	0	2	2	1	9	0	5	0	0	3	0	2	2	2	2	2	0	0	1	5	0
4217	6	6	40	0	0	0	0	0	5	3	0	0	6	7	0	5	0	6	0	0	5	0	4	0	0	2	2	0	0	1	0	0
4218	4	0	17	0	0	0	3	2	4	5	0	0	5	7	1	6	0	5	4	1	2	1	2	4	4	2	2	0	0	1	3	0
4219	2	0	9	0	0	0	4	0	3	5	0	0	4	8	0	4	0	1	8	3	4	2	3	4	2	6	2	0	0	1	3	0
4220	2	5	23	0	0	0	4	2	4	3	0	0	5	8	1	4	0	2	9	3	3	1	2	6	3	6	2	0	0	1	4	0
4221	0	6	41	0	0	0	1	0	2	4	0	0	7	8	0	7	0	5	1	1	7	2	3	4	5	3	3	0	0	0	2	0
4222	3	0	32	0	0	0	3	0	0	1	0	0	5	7	0	5	0	7	0	2	7	2	4	4	4	0	3	0	0	1	4	0
4223	3	0	35	0	0	0	4	0	3	5	0	0	2	2	0	6	0	5	6	0	2	0	4	2	0	4	3	0	0	1	3	0
4224	0	5	29	0	0	0	0	0	7	3	0	0	7	7	0	4	0	1	8	3	2	0	1	7	6	5	0	0	0	0	2	0
4225	0	6	33	0	0	0	4	0	0	3	0	0	5	9	0	5	0	2	9	0	2	2	6	5	5	2	3	0	0	0	3	0
4226	0	0	9	0	0	0	2	0	3	4	0	0	5	8	0	6	0	4	8	3	4	1	4	4	4	5	3	0	0	0	2	0
4227	6	6	41	0	0	0	3	0	3	4	0	0	4	5	0	6	0	4	2	0	2	4	2	2	4	4	3	0	0	1	0	0
4228	4	6	34	0	0	0	2	1	1	6	0	0	8	5	1	6	0	4	2	0	4	1	4	4	2	4	5	0	0	1	5	0
4229	0	0	23	0	0	0	2	0	7	3	0	0	4	8	0	5	0	4	8	3	2	2	2	5	4	3	3	0	0	0	1	0
4230	0	0	9	0	0	0	3	0	2	4	0	0	7	7	0	6	0	3	8	3	7	1	6	6	4	5	1	0	0	0	2	0
4231	3	0	33	0	0	0	1	0	3	3	0	0	7	7	0	4	0	4	2	4	4	1	3	5	2	3	2	0	0	1	3	0
4232	4	0	12	0	0	0	5	0	3	7	0	0	4	5	0	9	0	6	0	4	4	5	4	4	1	3	1	0	0	1	3	0
4233	4	6	11	0	0	0	3	2	2	6	0	0	3	7	1	8	0	5	1	5	4	1	5	5	1	3	2	0	0	1	3	0
4234	0	0	31	0	0	0	0	0	6	1	0	0	7	9	0	5	0	4	9	5	2	0	3	6	4	5	0	0	0	0	0	1
4235	4	0	3	0	0	0	3	0	3	6	0	0	3	4	0	6	0	4	3	1	2	3	3	1	2	3	0	0	0	1	3	0
4236	0	0	18	0	0	0	3	0	6	2	0	0	0	5	0	4	0	0	6	0	0	4	0	3	0	0	0	0	0	0	3	0
4237	0	0	9	0	0	0	4	0	3	4	0	0	1	6	0	9	0	4	8	1	5	2	3	4	2	4	2	0	0	0	3	0
4238	0	0	41	0	0	0	1	0	5	4	0	0	5	5	0	6	0	7	2	2	3	1	2	2	1	2	5	0	0	0	0	0
4239	0	0	1	0	0	0	9	0	0	8	0	0	0	5	0	6	0	4	0	0	9	0	0	0	0	4	6	0	0	0	5	0
4240	6	6	35	0	0	0	2	0	2	5	0	0	6	5	0	6	0	4	2	2	3	2	5	3	1	4	3	0	0	2	2	0
4241	4	6	3	0	0	0	4	2	3	6	0	0	2	2	1	6	1	5	6	0	2	0	4	2	0	4	3	0	0	1	3	0
4242	4	6	33	0	0	0	1	0	1	3	0	0	4	6	0	5	0	5	3	4	4	0	5	4	2	4	2	0	0	1	2	0
4243	0	6	33	0	0	0	3	0	3	3	0	0	5	7	0	6	0	4	5	2	3	2	4	5	4	4	2	0	0	0	3	1
4244	4	0	10	0	0	0	5	2	1	8	0	0	3	6	1	6	0	5	3	1	7	3	1	4	2	2	1	0	0	1	5	1
4245	0	0	35	0	0	0	3	0	2	5	0	0	6	6	0	6	0	5	5	3	4	1	4	5	2	3	2	0	0	0	3	0
4246	3	0	2	0	0	0	0	0	0	6	0	0	0	5	0	6	0	4	4	0	4	0	0	0	0	4	0	0	0	1	9	0
4247	0	0	3	0	0	0	2	0	2	6	0	0	2	3	0	5	0	7	2	1	4	2	1	2	1	2	1	0	0	0	3	0
4248	0	0	31	0	0	0	4	0	2	1	0	0	5	9	0	6	0	6	9	2	8	2	7	3	4	4	4	0	0	0	2	0
4249	3	0	9	0	0	0	4	1	4	4	0	0	3	6	1	4	0	3	9	1	7	3	3	4	3	5	1	0	0	1	2	0
4250	0	6	22	0	0	0	2	0	6	2	0	0	5	8	0	6	0	4	8	3	3	1	3	4	4	5	4	0	0	0	1	0
4251	3	0	39	0	0	0	1	2	1	5	0	0	7	9	1	6	0	6	6	5	8	1	7	7	3	3	1	0	0	1	2	1
4252	0	0	31	0	0	0	2	0	7	1	0	0	5	9	0	3	0	3	9	2	5	2	2	3	5	5	3	0	0	0	0	0
4253	1	0	25	0	0	0	3	0	1	1	0	0	4	4	0	4	0	4	8	1	1	2	3	3	1	4	1	0	0	1	5	0
4254	0	6	36	0	0	0	3	0	2	3	0	0	6	6	0	5	0	6	5	2	4	1	5	6	4	2	2	0	0	0	2	0
4255	0	0	35	0	0	0	3	2	1	5	0	0	5	1	1	7	0	2	4	2	4	2	4	3	3	5	3	0	0	0	4	0
4256	4	0	11	0	0	0	2	0	0	6	0	0	5	5	0	6	0	8	3	2	5	1	0	3	1	1	4	0	0	1	7	0
4257	3	6	22	0	0	0	3	2	5	2	0	0	4	6	1	7	0	8	9	1	2	2	3	4	4	1	3	0	0	1	1	0
